customer_id,tenure,monthly_charges,total_charges,num_logins,support_calls,is_active
CUST_0047,29,15.71606466310012,2396.2584219793375,98,1,1
CUST_0048,18,13.313968087239225,2247.94041695465,48,9,1
CUST_0049,26,22.046690692056988,211.90371320710102,37,4,1
CUST_0050,34,11.230476834429755,1392.6738708566604,79,3,1
CUST_0051,10,16.782315431721607,1591.1819994099483,44,7,1
CUST_0052,14,72.25429574520209,1951.4126193461755,15,1,1
CUST_0053,31,58.09116475265168,1967.993683807523,43,5,1
CUST_0054,15,77.49196745229746,1125.8568858990523,48,4,1
CUST_0055,8,92.18491770318785,1703.9977223103663,87,1,1
CUST_0056,14,62.663457909292475,1469.132557340055,70,9,1
CUST_0057,23,75.35087596646633,2660.7451517436793,46,0,1
CUST_0058,21,78.13730818382103,1614.2821412729554,43,7,1
CUST_0059,16,44.006549434820776,1351.0448771570768,21,1,1
CUST_0060,18,31.697634909666867,1243.2320765614597,23,6,1
CUST_0061,24,28.454079565587243,1738.6618903287238,80,8,1
CUST_0062,26,32.62981955606186,2421.732089232648,47,8,1
CUST_0063,25,34.72586173233179,1638.2843966233233,15,7,1
CUST_0064,29,28.65048841072508,2001.8827664875973,25,9,1
CUST_0065,15,89.0398600731273,2226.674512374249,36,8,1
CUST_0066,1,78.12992189550059,1584.495924142259,75,1,1
CUST_0067,25,14.220682101209793,1309.1103171318498,51,5,1
CUST_0068,7,34.18052338227766,2636.162864694226,15,3,1
CUST_0069,9,11.996626782727146,1281.6429478822818,68,3,1
CUST_0070,24,54.83486679813036,1412.7314091979833,21,4,1
CUST_0071,1,52.85896271101127,2971.5068743582424,13,2,1
CUST_0072,8,84.82343410562511,50.70069454885951,86,0,1
CUST_0073,24,37.69995157939445,597.1450832513312,19,7,1
CUST_0074,11,83.47471616917561,1182.693475263191,34,4,1
CUST_0075,17,97.11763888958407,2801.140232804496,78,2,1
CUST_0076,8,17.956740102908192,256.58763195503957,68,9,1
CUST_0077,35,81.26360555226697,77.98202920406932,52,6,1
CUST_0078,35,63.09603074238725,205.41731613282434,27,6,1
CUST_0079,33,53.20413703166276,311.20306131017355,29,0,1
CUST_0080,5,47.84822007985676,160.91048095846958,28,8,0
CUST_0081,28,80.62014375498786,1465.354914226689,35,1,1
CUST_0082,7,67.54252212768182,1763.2337613206168,8,4,1
CUST_0083,9,82.45402007674257,851.476564653562,16,4,1
CUST_0084,8,91.28359528089636,1224.9477827281248,36,7,1
CUST_0085,12,65.55373408875627,320.5130385787189,30,7,1
CUST_0086,34,98.24164525831401,1042.292868293845,18,6,1
CUST_0087,33,64.72790645876967,1591.431615321843,2,6,0
CUST_0088,23,67.29798894600543,2210.201831194703,49,5,1
CUST_0089,24,59.93340476880031,59.87176802678871,77,5,1
CUST_0090,35,18.190188194619726,1428.566761286075,4,8,0
CUST_0091,22,75.37573293852054,926.1584855419026,90,5,1
CUST_0092,27,59.27016762092004,2565.824373991109,89,1,1
CUST_0093,35,50.5819402674494,2160.8822799410136,94,1,1
CUST_0094,1,91.94241505629458,1787.8701766891397,75,4,1
CUST_0095,35,36.816350638775546,867.9336548054821,7,3,1
CUST_0096,14,57.12420484135101,2735.500351069726,95,1,1
CUST_0097,3,72.7877684344117,183.04699779995337,74,2,1
CUST_0098,1,81.68245981064895,372.9294161033897,39,6,0
CUST_0099,5,51.34121271515552,1205.3089145940503,13,7,0
CUST_0100,26,85.78822735168387,417.0907940257262,31,5,1
CUST_0101,14,79.20259671838578,2871.4263078003037,71,4,1
CUST_0102,27,15.961238006667926,2404.068500322981,63,0,1
CUST_0103,9,14.127513976416965,813.9988222253503,56,7,1
CUST_0104,15,65.87251159798822,1786.234975471074,42,2,1
CUST_0105,15,41.26720674028728,2947.875019486241,61,5,1
CUST_0106,26,28.821771197066276,2658.3869854879335,42,2,1
CUST_0107,13,62.16849410245646,1822.3554170044843,56,6,1
CUST_0108,32,40.740688941089054,2715.985703167048,36,6,1
CUST_0109,32,58.3537075042663,2968.095483949409,84,8,1
CUST_0110,4,51.41072430852148,2242.8908275361914,68,4,1
CUST_0111,30,62.62894953542383,241.70990797453737,7,7,0
CUST_0112,23,46.027044001925326,1234.661697455188,54,9,1
CUST_0113,15,72.79008163272385,2521.585919085574,1,9,0
CUST_0114,29,26.206054511436868,730.179127624806,44,7,1
CUST_0115,13,72.6851319604371,2500.3954273643426,45,0,1
CUST_0116,32,47.04950929217753,404.999348003238,47,4,1
CUST_0117,7,88.68858443689754,188.48880358604836,13,2,1
CUST_0118,22,56.371244937778975,1183.0673038991863,22,0,1
CUST_0119,28,97.57993143430939,158.35921540851018,21,3,1
CUST_0120,2,64.17418559868642,2873.9472758008105,86,7,0
CUST_0121,6,30.146415931568853,2487.3068025921993,92,2,1
CUST_0122,28,83.96115731600042,2412.2705770331313,9,9,0
CUST_0123,28,41.0574365040148,1907.8448728386516,26,1,1
CUST_0124,20,41.285729303441514,688.1558679578328,9,8,0
CUST_0125,30,12.862421333664862,1578.868081695357,15,9,1
CUST_0126,11,59.38437782866678,1811.9585136695061,10,4,1
CUST_0127,28,58.09811533592707,1598.8429275377912,88,6,1
CUST_0128,25,42.03923358447875,817.6884354570055,42,1,1
CUST_0129,33,90.47955366063331,1569.9813767284413,72,8,1
CUST_0130,1,21.587355846967952,1498.9997055624483,24,8,0
CUST_0131,27,39.70895619791399,2989.1905386298367,80,3,1
CUST_0132,13,38.94244882120261,2697.4366367363014,49,3,1
CUST_0133,3,18.306152760587146,1416.9732072360787,26,5,1
CUST_0134,6,53.30308546506639,1887.6652796586002,91,9,1
CUST_0135,8,71.90062453864746,2256.221232072074,37,9,1
CUST_0136,27,56.04913121925351,152.8522226897835,68,9,1
CUST_0137,9,24.127991444457436,2690.0182516221275,50,5,1
CUST_0138,33,43.955736871786534,2587.374108432875,24,0,1
CUST_0139,24,10.23355219452819,1399.4246884324366,19,8,1
CUST_0140,15,88.14709963320281,1203.9508099371203,60,1,1
CUST_0141,32,17.606530691261373,855.230155826129,39,4,1
CUST_0142,32,63.75502740298875,1456.1966435745867,74,8,1
CUST_0143,24,98.76312962801336,180.91115742304848,89,3,1
CUST_0144,12,58.29315813885993,2563.970923373673,18,2,1
CUST_0145,2,93.16375831966899,154.49598683470794,19,6,0
CUST_0146,3,31.25048798056639,1020.7015278411195,36,5,1
CUST_0147,17,78.3959868043827,2798.1889905410203,74,7,1
CUST_0148,2,57.813917857618065,2218.8773308441855,97,2,1
CUST_0149,2,74.84644552523184,880.1033337037039,55,4,1
CUST_0150,28,15.61072262601173,795.314827184611,69,9,1
CUST_0151,23,23.2965182715604,64.9923124631766,47,3,1
CUST_0152,32,21.980523572873043,2102.357163906763,49,3,1
CUST_0153,33,71.8448954862998,193.91156593586064,99,3,1
CUST_0154,1,85.99966053702659,1621.177432232248,98,9,0
CUST_0155,19,77.46546088077287,2888.2598191465468,33,7,1
CUST_0156,2,12.742493746023474,372.933137160639,21,5,1
CUST_0157,26,88.0493482967251,2688.715796355799,81,2,1
CUST_0158,32,41.87320037138129,2974.8522386778923,22,9,1
CUST_0159,6,45.74474492536743,231.4752274057434,48,4,1
CUST_0160,32,19.43822498792328,2654.573493955511,37,5,1
CUST_0161,4,76.36646854844372,1572.433110308669,15,4,1
CUST_0162,11,26.405549062836226,2724.2154723615113,35,5,1
CUST_0163,17,60.75685828169527,1735.3908786627437,92,7,1
CUST_0164,24,85.6638987290138,2003.2304298143656,71,6,1
CUST_0165,5,18.028389584085055,1654.1477785923278,32,4,1
CUST_0166,34,58.18020076139712,2600.253996906678,11,9,1
CUST_0167,6,30.98947703948211,2215.03426091342,10,5,1
CUST_0168,22,40.863417785043424,1587.717920932224,73,3,1
CUST_0169,11,52.65729472875005,2611.0743719520633,78,8,1
CUST_0170,16,41.95938729513743,773.592320153237,77,3,1
CUST_0171,33,68.39405562624184,514.1549461224516,57,0,1
CUST_0172,9,53.162389157882515,523.1803107237126,25,6,1
CUST_0173,6,62.57795362427523,1035.3261922984516,2,6,0
CUST_0174,16,76.31402278554216,754.1355923380016,64,3,1
CUST_0175,29,60.196803935539364,2793.766534003729,35,2,1
CUST_0176,3,62.78818911946832,362.2105767943228,7,7,0
CUST_0177,20,60.80126882703772,2112.0226772167834,85,4,1
CUST_0178,19,44.08953633561604,608.2035423657674,18,9,1
CUST_0179,26,40.37021504847263,2650.829541672533,67,6,1
CUST_0180,3,90.9682657430511,2885.8801001454767,42,3,1
CUST_0181,19,64.67997000642156,1423.1365258714516,39,3,1
CUST_0182,20,31.991783991818906,2643.2608666729884,41,7,1
CUST_0183,32,54.842292806404615,65.17825372640857,75,7,1
CUST_0184,7,39.73136331528226,2468.8434063538953,24,1,1
CUST_0185,33,94.03226413838871,724.4442264985244,60,1,1
CUST_0186,18,10.678092682066726,2730.6688623446353,46,2,1
CUST_0187,1,30.27995179412754,53.30432886632299,19,2,1
CUST_0188,11,42.882113770665185,1690.736118367283,68,0,1
CUST_0189,28,53.90288207278641,2282.075621165557,90,2,1
CUST_0190,25,86.57357660525317,813.1305755588286,42,5,1
CUST_0191,23,17.90988620861295,619.7419505325146,32,7,1
CUST_0192,31,82.52783980670291,298.0897621805547,39,9,1
CUST_0193,30,15.008814042127781,1012.9790506847143,36,5,1
CUST_0194,35,85.80826317683635,1701.540721311047,97,4,1
CUST_0195,7,14.647193008706155,391.7393775017601,36,3,1
CUST_0196,16,11.641823328552494,1161.2513178610564,3,2,1
CUST_0197,26,72.72653161297794,76.76359372553864,73,3,1
CUST_0198,2,99.75299812915549,2465.104290474533,8,6,0
CUST_0199,1,90.69492366766187,428.92371837491453,97,0,1
CUST_0200,12,61.8398576025094,885.8616973834658,70,6,1
CUST_0201,5,92.56560517769785,104.36177027774153,41,0,1
CUST_0202,32,10.477000575784487,1325.1103124829112,68,1,1
CUST_0203,9,97.75604466506283,2528.3584330865956,13,3,1
CUST_0204,35,54.1673901332906,1206.84607376333,49,0,1
CUST_0205,19,75.06064869595981,579.5171041003085,60,8,1
CUST_0206,16,83.87753258380172,2273.4115604490316,2,5,1
CUST_0207,3,74.66115437528983,2376.9805965186956,60,0,1
CUST_0208,20,58.15330588404195,562.572752157322,5,0,1
CUST_0209,24,52.89575357137708,2324.0196201959197,44,5,1
CUST_0210,33,85.47243028323624,2844.528770356197,27,3,1
CUST_0211,24,28.45698041345132,540.8138814502033,32,3,1
CUST_0212,11,97.11946598538108,2324.4036629698,21,5,1
CUST_0213,8,73.98572309530735,2140.2874135777565,8,6,0
CUST_0214,20,27.955623460448777,1447.042970883511,72,8,1
CUST_0215,35,76.26224653286394,220.86535864845496,50,9,1
CUST_0216,25,57.6856020863005,270.34853238566933,67,4,1
CUST_0217,35,73.650708608,2564.6232446360104,44,8,1
CUST_0218,25,79.1001551298555,2970.9376996144088,58,3,1
CUST_0219,29,17.85611616307079,2044.3541587009256,3,9,0
CUST_0220,18,55.54935607234123,1365.5770056804483,86,1,1
CUST_0221,18,93.88129080312407,1960.3422480356273,70,2,1
CUST_0222,2,38.85779729435629,1803.4677847242087,2,0,0
CUST_0223,35,63.449478780210896,1181.6561681965843,87,5,1
CUST_0224,16,43.23074333589065,243.59712649333818,44,5,1
CUST_0225,33,50.88411749971897,2473.463194851951,2,0,1
CUST_0226,4,59.374280614433786,1146.9089112542376,81,2,1
CUST_0227,33,59.40297819000796,2465.4176479034263,35,4,1
CUST_0228,14,28.155741609721225,794.9008115807276,98,2,1
CUST_0229,21,71.611439309185,53.03696554461852,87,9,1
CUST_0230,20,17.908130011839113,518.8679356664318,30,2,1
CUST_0231,8,22.494229609781833,1432.1912794673237,8,9,0
CUST_0232,7,10.243980947289671,2835.6957231255983,22,2,1
CUST_0233,3,20.50264577275132,351.471178096471,44,4,1
CUST_0234,17,52.5849580946703,2569.9188346616197,58,4,1
CUST_0235,33,64.54916929502548,1604.7210838249932,36,3,1
CUST_0236,12,81.48605049698162,2486.466259109695,69,0,1
CUST_0237,22,19.602932510209246,930.2045714204783,77,4,1
CUST_0238,22,86.56547140148092,2527.844135783792,93,9,1
CUST_0239,30,77.13770729938463,2329.8272010495734,31,4,1
CUST_0240,8,46.76664636423252,728.65836494273,47,3,1
CUST_0241,27,93.96442603899592,437.43862290766526,55,5,1
CUST_0242,27,99.18365288116516,2610.760251470264,80,9,1
CUST_0243,34,28.450162904791352,2891.5481276483893,62,3,1
CUST_0244,21,44.13057264674204,142.34182555517293,30,6,1
CUST_0245,30,93.380448123074,2207.2466975723723,55,6,1
CUST_0246,33,74.94368956761494,2733.097307296064,16,1,1
CUST_0247,28,14.328517956767893,2579.212271672871,12,2,1
CUST_0248,33,80.33630335762734,2895.335393197115,17,0,1
CUST_0249,5,84.51467984597427,2292.2775313923867,16,7,0
CUST_0250,19,77.54517322887821,1354.7813490236854,12,8,1
CUST_0251,4,81.9583417827564,970.2583719606348,8,3,0
CUST_0252,35,84.26194090235175,996.1910842924759,84,5,1
CUST_0253,17,26.77644881093297,2187.046884211645,3,8,0
CUST_0254,28,31.21225714584998,2250.219185491345,16,5,1
CUST_0255,30,67.03827073481595,641.0594734687023,30,8,1
CUST_0256,29,91.70795174162643,2610.9622997970664,23,3,1
CUST_0257,6,38.457692406684515,2159.0259185966306,92,7,1
CUST_0258,35,62.9476008215551,1710.1133447129787,5,8,0
CUST_0259,24,71.46838570754193,1441.0207573024124,84,3,1
CUST_0260,29,50.67537411691353,1652.5367770803766,65,4,1
CUST_0261,31,74.24042093697933,519.7749279238302,30,7,1
CUST_0262,35,90.97007007629558,650.9186853650089,21,9,1
CUST_0263,33,66.16913897636539,318.9352466982655,84,5,1
CUST_0264,21,58.58029557231697,503.2912125752824,70,6,1
CUST_0265,32,49.487020784950516,1388.396222085584,22,2,1
CUST_0266,23,61.97376438155131,1614.5454614983555,82,6,1
CUST_0267,33,41.982620663655624,102.69258281104216,72,7,1
CUST_0268,3,45.233389918135174,2400.5535921988812,32,9,0
CUST_0269,18,57.86717317193566,917.7955213632598,33,5,1
CUST_0270,25,15.995720115173526,2739.9163031317375,16,9,1
CUST_0271,31,30.61228518323167,2904.158227660644,76,8,1
CUST_0272,3,58.8564379552068,597.1036802961303,38,5,1
CUST_0273,24,48.83753288227984,1413.1870077586989,98,8,1
CUST_0274,32,39.95342073212359,53.633913740956366,14,3,1
CUST_0275,22,75.74942231283713,1815.0654321111595,36,7,1
CUST_0276,23,72.43458466630045,1841.55402237488,97,3,1
CUST_0277,2,25.005768399404484,780.2428690299568,23,1,1
CUST_0278,27,89.07662038360944,1697.3173841204339,66,9,1
CUST_0279,2,54.58812637635691,715.3434202090195,85,8,0
CUST_0280,26,76.73148200251408,524.4351337806606,2,4,1
CUST_0281,17,61.58357643316498,1971.9824270666809,91,3,1
CUST_0282,33,99.7923354331459,1011.4801186586209,73,1,1
CUST_0283,9,77.71628080349404,1791.2786197125863,65,0,1
CUST_0284,29,73.62824151191131,1328.077909466384,75,6,1
CUST_0285,26,80.0714745145676,2953.8366518385665,67,5,1
CUST_0286,35,22.881518699362267,491.26289586931904,52,1,1
CUST_0287,25,28.409013385251694,1420.5658600756399,62,7,1
CUST_0288,24,74.26576740012527,2057.3470477600094,23,3,1
CUST_0289,13,54.45833384177764,1216.8579974459076,26,7,1
CUST_0290,7,77.9171762674105,2925.364563018535,68,6,1
CUST_0291,20,19.262442766973052,2179.5685023844585,82,4,1
CUST_0292,1,58.283321633613525,1988.1023798152546,55,9,0
CUST_0293,8,44.09394090012241,2283.324839453109,6,9,0
CUST_0294,16,51.13001973535105,2860.313482214215,35,7,1
CUST_0295,14,64.35620848652613,2728.0650263046887,22,8,1
CUST_0296,12,55.20595127162771,2186.641658972915,43,4,1
CUST_0297,23,58.587457340155304,2260.026835348785,15,9,1
CUST_0298,15,53.7721733796047,480.47011840367907,86,4,1
CUST_0299,28,46.80596593769439,353.2375932533638,60,1,1
CUST_0300,34,79.46937825384205,1734.1682804402847,12,4,1
CUST_0301,2,11.098276508624007,104.18452897459301,49,2,1
CUST_0302,32,63.85984310847043,1472.9513255771951,42,6,1
CUST_0303,23,60.895751259067644,670.5312607606623,38,9,1
CUST_0304,22,74.4561167259657,1070.7488745522767,82,4,1
CUST_0305,25,63.91264282995938,2338.6239705892203,45,7,1
CUST_0306,22,84.41189450281705,2826.6506374855403,35,0,1
CUST_0307,22,96.3167315107625,263.6280028317074,30,2,1
CUST_0308,6,40.827183146068904,1626.0145076305132,88,2,1
CUST_0309,15,30.461588472698832,2653.47378316782,30,8,1
CUST_0310,33,48.12371761784346,293.40017659924274,78,4,1
CUST_0311,8,35.91366548281535,2482.3164383456597,6,8,0
CUST_0312,5,65.34552368373889,1105.5139852384004,67,8,0
CUST_0313,4,92.06671679586682,1000.1793715470393,80,0,1
CUST_0314,6,22.52045747287557,2933.525839628618,7,1,1
CUST_0315,32,19.071514271429784,642.5343150937678,52,4,1
CUST_0316,30,33.0413978668296,2094.9221254269087,14,3,1
CUST_0317,35,75.34860274561606,2473.250147629106,73,9,1
CUST_0318,16,63.36666147329394,171.49131107385145,15,8,1
CUST_0319,13,19.199139780267963,2027.637102145516,21,6,1
CUST_0320,30,92.68754700346719,2857.0724243482146,35,5,1
CUST_0321,19,81.10761734116781,416.44890184777506,66,6,1
CUST_0322,17,12.072034430887376,2693.852842920863,91,0,1
CUST_0323,19,68.62304898894214,1804.5910802619615,2,0,1
CUST_0324,28,79.41220016677642,1868.9835164942983,35,7,1
CUST_0325,26,43.699183274837985,1858.1853158535375,82,1,1
CUST_0326,26,16.20293854304969,931.5658646950758,78,9,1
CUST_0327,23,16.958895893990853,2808.845355133406,20,8,1
CUST_0328,9,19.382226944662854,2844.683864761564,82,6,1
CUST_0329,12,85.63956687823806,1894.648747631146,10,5,1
CUST_0330,1,91.96175784301417,2361.0970415277634,25,0,1
CUST_0331,1,21.052970366116043,1856.161058349416,66,0,1
CUST_0332,34,31.231543113557308,1478.9754203434197,25,1,1
CUST_0333,32,24.896845933056078,1999.4193489827896,54,5,1
CUST_0334,25,26.768879154470863,1681.3542851462773,33,5,1
CUST_0335,1,85.37417101022429,1812.5537947641938,36,1,1
CUST_0336,16,39.89317713894451,2362.3060325856427,95,0,1
CUST_0337,5,38.029983764107705,1468.6663027745053,14,9,0
CUST_0338,22,30.465605878940135,170.22461297279466,65,4,1
CUST_0339,29,64.71049544148329,533.7984689190168,80,4,1
CUST_0340,3,44.137512854699395,1343.8912886441383,54,1,1
CUST_0341,12,76.982468665896,2188.238351628472,52,5,1
CUST_0342,26,28.502182753807375,1800.1720125150273,3,8,0
CUST_0343,16,80.90108998430432,1968.367848326689,99,1,1
CUST_0344,22,64.33493785571251,1463.8728393000474,41,9,1
CUST_0345,29,20.284057005011896,1866.4389647296164,6,1,1
CUST_0346,14,47.30541257832649,1020.6014415532535,25,2,1
CUST_0347,28,87.71663265516612,1437.038648455162,13,6,1
CUST_0348,5,93.06642086186363,2245.623243505119,98,5,1
CUST_0349,30,51.91301100869319,2621.9066979707072,8,7,0
CUST_0350,5,53.27532802801662,1329.2832351713473,21,7,0
CUST_0351,12,92.6609252445371,178.8018902367155,98,5,1
CUST_0352,16,62.83614017229105,526.9340052330679,68,9,1
CUST_0353,26,12.956200321909451,111.54036091003739,25,2,1
CUST_0354,26,92.1474516591216,1977.1259067501237,79,2,1
CUST_0355,21,32.34037984814367,1030.3281447975714,68,0,1
CUST_0356,33,61.98687586823925,1650.3119753721342,45,6,1
CUST_0357,30,24.896198568517644,1505.1666980122088,60,4,1
CUST_0358,23,13.049124422193549,290.50314417965876,12,3,1
CUST_0359,10,38.03258540194817,1239.6210153153038,32,9,1
CUST_0360,5,80.24461367914789,700.6553185208536,96,3,1
CUST_0361,34,34.98284553664763,1284.2793765695756,92,3,1
CUST_0362,31,29.808749267298737,650.5559270096159,13,5,1
CUST_0363,10,29.141270590710366,2529.334598516954,31,7,1
CUST_0364,19,56.365631416613134,563.8703429058482,78,7,1
CUST_0365,32,97.79871841144806,2884.302626886582,20,4,1
CUST_0366,1,51.30900892153117,1276.9267301334753,18,5,1
CUST_0367,5,60.15748320010431,2546.4236114561954,93,3,1
CUST_0368,4,87.45688161016605,1904.856213707538,60,8,0
CUST_0369,16,58.15627470402928,2219.2833810639704,63,7,1
CUST_0370,24,26.601658427697046,2314.785469797002,6,9,0
CUST_0371,16,36.96363205898294,1539.2924015844026,32,9,1
CUST_0372,2,37.89432336417498,1652.7365439217008,93,0,1
CUST_0373,28,45.75863039118381,1566.2878100357386,43,1,1
CUST_0374,32,48.41100148030745,1784.7722153657337,2,8,0
CUST_0375,27,81.98038198668425,136.7136149816965,60,7,1
CUST_0376,20,41.44482991443997,1216.769751054595,23,2,1
CUST_0377,24,52.14086455972414,1838.256705005456,83,7,1
CUST_0378,12,66.2478388345947,1813.2845175047999,31,0,1
CUST_0379,35,43.99533526961524,2389.220479086613,5,9,0
CUST_0380,33,85.29083319630996,1982.2775495547203,83,3,1
CUST_0381,33,62.87082438106669,2976.7932832049833,34,2,1
CUST_0382,12,36.46402112988744,887.3708593955027,10,5,1
CUST_0383,3,74.26532798108454,1109.495537515383,89,6,0
CUST_0384,1,57.48829571303072,1182.3490980099991,2,3,0
CUST_0385,33,58.10103021315222,1424.147780709733,11,6,1
CUST_0386,10,53.29791535488273,2516.194288154568,50,8,1
CUST_0387,29,54.73107539391241,745.5866771796691,31,1,1
CUST_0388,13,78.88206529596165,2339.200610754517,56,2,1
CUST_0389,12,19.268333139818395,1245.665040102943,79,4,1
CUST_0390,31,40.09265301794339,1825.4733818029251,73,2,1
CUST_0391,2,16.79530274235003,1915.994573017603,87,7,0
CUST_0392,35,77.79215986727057,1149.9034797073566,83,9,1
CUST_0393,23,34.50716692482695,1562.2148553571253,9,7,0
CUST_0394,17,90.76873688369957,1268.4419652107063,99,7,1
CUST_0395,26,57.39206199933644,253.94171925052737,21,8,1
CUST_0396,8,82.06747943375089,1339.6378970096382,73,3,1
CUST_0397,29,98.10382920543651,337.31050803297893,28,4,1
CUST_0398,26,85.58099735109136,1244.8113572869486,62,4,1
CUST_0399,10,88.02943840103711,1799.1092795037564,7,7,0
CUST_0400,26,46.71860458283602,1759.2739530633273,80,6,1
CUST_0401,34,59.655033573340575,2004.732773074545,16,8,1
CUST_0402,7,32.84997076389739,331.02144846614755,97,7,1
CUST_0403,4,27.650178972410753,1973.7635743147916,4,1,0
CUST_0404,11,55.495709119543044,970.8367672545189,4,9,0
CUST_0405,29,63.55440817303786,1227.1855411044778,40,3,1
CUST_0406,25,40.53441213065719,2581.059449071982,17,5,1
CUST_0407,21,61.24991659871503,76.63969218217323,52,1,1
CUST_0408,10,89.87144342621527,1785.8172683547862,93,6,1
CUST_0409,9,60.10494263050295,1816.2062412953173,52,2,1
CUST_0410,24,74.8731786679456,1220.1463402135078,36,2,1
CUST_0411,35,82.47834706221145,749.2321784695918,38,1,1
CUST_0412,35,98.98559037598984,742.2884128715757,50,7,1
CUST_0413,18,64.28776619592816,2656.94352549922,63,5,1
CUST_0414,32,82.61651340663273,1353.9719026594298,63,0,1
CUST_0415,24,96.63843866993872,1026.1236208180571,62,0,1
CUST_0416,23,94.9968753019546,1373.893842802639,99,6,1
CUST_0417,32,22.697366389994222,2024.701684305116,7,7,0
CUST_0418,12,46.57530774461698,479.9818763220175,27,4,1
CUST_0419,13,39.15910549961197,1375.8298138805262,92,4,1
CUST_0420,23,17.82325134553144,1784.2588947756415,86,3,1
CUST_0421,25,66.99166974198644,2848.3208968117297,14,5,1
CUST_0422,35,76.23141518764021,794.9569571224869,71,5,1
CUST_0423,30,86.33152859201951,1109.7897063529244,86,2,1
CUST_0424,17,21.049920069643765,1169.10784027115,5,8,0
CUST_0425,20,88.87996682877645,1836.3375650524044,55,6,1
CUST_0426,25,67.86330072528278,1102.359556468005,2,0,1
CUST_0427,22,73.35515216246586,1623.860179634102,62,6,1
CUST_0428,13,91.95616031862735,2356.2814730428368,91,4,1
CUST_0429,19,66.2285143938926,2130.8875026310006,21,4,1
CUST_0430,12,40.22792714348516,1366.7875072121274,79,1,1
CUST_0431,19,84.25965982803937,2599.4377241387983,21,3,1
CUST_0432,12,42.67532909755815,1696.5137363018955,10,5,1
CUST_0433,9,13.080529973847622,1642.7222265315268,87,9,1
CUST_0434,7,84.75890559087247,150.85390952051662,58,6,1
CUST_0435,28,41.067293039314805,2960.744292053627,39,4,1
CUST_0436,14,79.64510708812062,412.7638851623988,5,8,0
CUST_0437,31,42.64821051993509,731.8361916615575,65,2,1
CUST_0438,19,87.49612179772494,202.50566986250453,13,0,1
CUST_0439,16,29.755947257286284,1938.0087521688954,85,3,1
CUST_0440,5,97.7092538678983,712.868472069406,90,8,0
CUST_0441,35,80.17828973092277,581.0307905445343,85,3,1
CUST_0442,12,20.281413332835715,311.2389734585621,53,1,1
